linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
751;2.16.858.0.0.2.1.1.5981690006209600037;SAI PPL UI 3: LIBERTAD;SAI PPL UI 3: LIBERTAD (EX ARTURO DUBRA);NO;OESTE;SAN JOSÉ;LIBERTAD;RURAL;16;900;6;209;600;1690006209600037;16037;532537.601;6167375.541;-34.635,-56.645;RUTA 1 KM;53.2;RUTA 89 CNO. AL PENAL;23454162;3;OESTE;SAI-PPL;86;SAI-PPL (U. Ejecutora);PRIMER NIVEL;POLICLINICA;35971002;S-D;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;SI;NO;NC;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;SI;SI;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;-34.635;-56.645;POINT (-56.645 -34.635)
753;2.16.858.0.0.2.1.1.5981692502010804039;POLICLINICA CAPURRO;POL. CAPURRO;NO;OESTE;SAN JOSÉ;CAPURRO;RURAL;16;925;2;10;804;1692502010804039;16039;549245.24;6189289.85;-34.43671582,-56.46398595;GABRIEL ANTONIO PEREIRA;77;ANDRES MARTINEZ TRUEBA;43389601;3;OESTE;REGION OESTE;45;RAP SAN JOSÉ;PRIMER NIVEL;POLICLINICA;35971002;MEVIR;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.43671582;-56.46398595;POINT (-56.46398595 -34.43671582)
754;2.16.858.0.0.2.1.1.5981692606024803040;POLICLINICA VILLA MARIA;POL. VILLA MARIA;NO;OESTE;SAN JOSÉ;VILLA MARIA;RURAL;16;926;6;24;803;1692606024803040;16040;521923.29;6180920.43;-34.51313430,-56.76115544;PLAZA VILLA MARIA;S-D;SALON COMUNAL;43462924;3;OESTE;REGION OESTE;45;RAP SAN JOSÉ;PRIMER NIVEL;POLICLINICA;35971002;COMISION VECINAL;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.5131343;-56.76115544;POINT (-56.76115544 -34.5131343)
755;2.16.858.0.0.2.1.1.5981692905401051041;POLICLINICA ECILDA PAULLIER;POL. ECILDA PAULLIER;NO;OESTE;SAN JOSÉ;ECILDA PAULLIER;RURAL;16;929;5;401;51;1692905401051041;16041;495609.18;6198315.62;-34.35648383, -57.04774696;FEDERICO PAULLIER;S-D;RAPETTI CABRERA;43492090;3;OESTE;REGION OESTE;45;RAP SAN JOSÉ;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;-34.35648383;-57.04774696;POINT (-57.04774696 -34.35648383)
756;2.16.858.0.0.2.1.1.5981693206323049042;POLICLINICA KIYU;POL. KIYU;NO;OESTE;SAN JOSÉ;KIYU-ORDEIG;RURAL;16;932;6;323;49;1693206323049042;16042;525981.12;6159888.39;-34.70270499,-56.71630318;MBIGUA;S-D;LOS HIBISCOS;99193259;3;OESTE;REGION OESTE;45;RAP SAN JOSÉ;PRIMER NIVEL;POLICLINICA;35971002;COMISION VECINAL;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;SI;S-D;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.70270499;-56.71630318;POINT (-56.71630318 -34.70270499)
757;2.16.858.0.0.2.1.1.5981696403201801043;POLICLINICA CARRETA QUEMADA;POL. CARRETA QUEMADA;NO;OESTE;SAN JOSÉ;CARRETA QUEMADA;RURAL;16;964;3;201;801;1696403201801043;16043;541012.41;6218794.162;-34.171,-56.555;RUTA 45  KM;107500;ANCAP BRANDO - MEVIR;43408155;3;OESTE;REGION OESTE;45;RAP SAN JOSÉ;PRIMER NIVEL;POLICLINICA;35971002;COMISION VECINAL;SI;SI;SI;NO;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.171;-56.555;POINT (-56.555 -34.171)
758;2.16.858.0.0.2.1.1.5981722001013008001;CENTRO DEPARTAMENTAL DE SORIANO;HOSPITAL DE SORIANO;NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;13;8;1722001013008001;17001;403072.84;6320155.97;-33.25323690,-58.04054796;FLORENCIO SANCHEZ;204;CERRITO;45322177;3;OESTE;REGION OESTE;30;CENTRO DEPARTAMENTAL SORIANO;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;NC;SI;SI;NO;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;SI;SI;NO;NO;SI;SI;SI;S-D;NO;SI;SI;SI;SI;SI;SI;NO;SI;SI;-33.2532369;-58.04054796;POINT (-58.04054796 -33.2532369)
759;2.16.858.0.0.2.1.1.5981722001037014002;POLICLINICA BARRIO TREINTA Y TRES (MERCEDES);POL. BARRIO TREINTA Y TRES (MERCEDES);NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;37;14;1722001037014002;17002;406010.333;6320321.929;-33.252,-58.009;CARMELO COLMAN;526;BASILIO ARAUJO;45327414;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.252;-58.009;POINT (-58.009 -33.252)
760;2.16.858.0.0.2.1.1.5981722001026010003;POLICLINICA EL TUNEL;POL. EL TUNEL;NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;26;10;1722001026010003;17003;404901.138;6319424.095;-33.260,-58.021;MANUEL HERRERO Y ESPINOSA;911;VENANCIO FLORES;45323045;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.26;-58.021;POINT (-58.021 -33.26)
761;2.16.858.0.0.2.1.1.5981722001017007004;POLICLINICA GOTA DE LECHE;POL. GOTA DE LECHE;NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;17;7;1722001017007004;17004;404906.004;6320450.494;-33.25074378006603, -58.020840100580465;MANUEL FERREIRA;1137;JUAN A. LAVALLEJA;45327474;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.250743780066;-58.0208401005805;POINT (-58.020840100580465 -33.25074378006603)
762;2.16.858.0.0.2.1.1.5981722001031001005;POLICLINICA GRITO DE ASENCIO;POL. GRITO DE ASENCIO;NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;31;1;1722001031001005;17005;403930.68;6319016.79;-33.26358732,-58.03146071;JUSTO CORREA;1121;CONSTITUYENTE;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.26358732;-58.03146071;POINT (-58.03146071 -33.26358732)
763;2.16.858.0.0.2.1.1.5981722001236041006;POLICLINICA PAUL HARRIS;POL. PAUL HARRIS;NO;OESTE;SORIANO;MERCEDES;URBANA;17;220;1;236;41;1722001236041006;17006;402725.01;6319802.11;-33.25639682,-58.04431943;ANSINA;S-D;CARLOS A. MAGNONE;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.25639682;-58.04431943;POINT (-58.04431943 -33.25639682)
764;2.16.858.0.0.2.1.1.5981732103008016008;HOSPITAL DE DOLORES;CENTRO AUXILIAR DOLORES;NO;OESTE;SORIANO;DOLORES;URBANA;17;321;3;8;16;1732103008016008;17008;387343.99;6288833.39;-33.53416981,-58.21329107;ANDRES CHEVESTE;S-D;CARLOS PUIG;45342191;3;OESTE;REGION OESTE;39;HOSPITAL DE DOLORES;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;SI;SI;SI;S-D;NO;SI;SI;SI;SI;SI;NO;NO;SI;SI;-33.53416981;-58.21329107;POINT (-58.21329107 -33.53416981)
765;2.16.858.0.0.2.1.1.5981732103201046009;POLICLINICA SAN SALVADOR;POL. SAN SALVADOR;NO;OESTE;SORIANO;DOLORES;URBANA;17;321;3;201;46;1732103201046009;17009;385756.3;6289721.29;-33.52599448,-58.23027352;22 DE AGOSTO;S-D;E. AKLE;45344057;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.52599448;-58.23027352;POINT (-58.23027352 -33.52599448)
766;2.16.858.0.0.2.1.1.5981752113101001010;CENTRO AUXILIAR CARDONA;CENTRO AUXILIAR CARDONA;NO;OESTE;SORIANO;CARDONA;RURAL;17;521;13;101;1;1752113101001010;17010;465618.31;6252341.26;-33.86868858,-57.37173445;ROGELIO SOSA;S-D;M. PACHECO Y OBES;45369221;3;OESTE;REGION OESTE;35;CENTRO AUXILIAR CARDONA;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;NO;NC;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;SI;SI;SI;S-D;NO;SI;NO;SI;SI;NO;NO;NO;SI;SI;-33.86868858;-57.37173445;POINT (-57.37173445 -33.86868858)
767;2.16.858.0.0.2.1.1.5981752113203031011;POLICLINICA SANTA TERESITA;POL. SANTA TERESITA;NO;OESTE;SORIANO;CARDONA;RURAL;17;521;13;203;31;1752113203031011;17011;466856.22;6252105.96;-33.87085034,-57.35835919;LAVALLEJA;S-D;CHEVESTE;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.87085034;-57.35835919;POINT (-57.35835919 -33.87085034)
768;2.16.858.0.0.2.1.1.5981762106101403012;POLICLINICA LUIS H. PERRONE;POL. JOSE ENRIQUE RODO;NO;OESTE;SORIANO;JOSE ENRIQUE RODO;RURAL;17;621;6;101;403;1762106101403012;17012;451303.639;6270828.109;-33.70139439743964, -57.52548019874615;GRITO DE ASENCIO (RUTA 2);S-D;CALLE 26;45382105;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;-33.7013943974396;-57.5254801987462;POINT (-57.52548019874615 -33.70139439743964)
769;2.16.858.0.0.2.1.1.5981762207001006013;POLICLINICA PALMITAS;POL. PALMITAS;NO;OESTE;SORIANO;PALMITAS;RURAL;17;622;7;1;6;1762207001006013;17013;425103.05;6291929.15;-33.50956655,-57.80641564;VICENTE ORCOYEN;S-D;LAURENA JAUREGUI;45379871;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.50956655;-57.80641564;POINT (-57.80641564 -33.50956655)
770;2.16.858.0.0.2.1.1.5981762302101027014;POLICLINICA VILLA SORIANO;POL. VILLA SORIANO;NO;OESTE;SORIANO;VILLA SORIANO;RURAL;17;623;2;101;27;1762302101027014;17014;377202.25;6304203.25;-33.39445707,-58.32038871;CABILDO;S-D;FLORIDA;45304139;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;SI;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.39445707;-58.32038871;POINT (-58.32038871 -33.39445707)
771;2.16.858.0.0.2.1.1.5981762411003030015;POLICLINICA PALMAR;POL. PALMAR;NO;OESTE;SORIANO;PALMAR;RURAL;17;624;11;3;30;1762411003030015;17015;457340.97;6342036.7;-33.05938591,-57.45696177;AVDA. BRASIL;S-D;MEXICO;45302593 - 45302363;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.05938591;-57.45696177;POINT (-57.45696177 -33.05938591)
772;2.16.858.0.0.2.1.1.5981772108102003016;POLICLINICA EGANA;POL. EGANA;NO;OESTE;SORIANO;EGANA;RURAL;17;721;8;102;3;1772108102003016;17016;441549.128;6282015.951;-33.600,-57.630;TABARE;S-D;COQUIMBO;45308018;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.6;-57.63;POINT (-57.63 -33.6)
773;2.16.858.0.0.2.1.1.5981772205101401017;POLICLINICA SANTA CATALINA;POL. SANTA CATALINA;NO;OESTE;SORIANO;SANTA CATALINA;RURAL;17;722;5;101;401;1772205101401017;17017;454430.45;6261389.53;-33.78665951,-57.49222612;RUFINO LORENZO VAZQUEZ;S-D;GENARO DE LEON;45388346;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.78665951;-57.49222612;POINT (-57.49222612 -33.78665951)
774;2.16.858.0.0.2.1.1.5981779804001012018;POLICLINICA AGRACIADA;POL. LA AGRACIADA;NO;OESTE;SORIANO;AGRACIADA;RURAL;17;798;4;1;12;1779804001012018;17018;382875.8;6258492.6;-33.80727819,-58.26540384;GRAL. ARTIGAS;S-D;FRUCTUOSO RIVERA;45404009;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.80727819;-58.26540384;POINT (-58.26540384 -33.80727819)
775;2.16.858.0.0.2.1.1.5981782205403812019;POLICLINICA CASTILLOS;POL. CASTILLOS;NO;OESTE;SORIANO;CASTILLOS;RURAL;17;822;5;403;812;1782205403812019;17019;430988.524;6254003.497;-33.852,-57.746;RUTA 55  KM;38;SALON MEVIR;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.852;-57.746;POINT (-57.746 -33.852)
776;2.16.858.0.0.2.1.1.5981782312002012020;POLICLINICA RISSO;POL. RISSO;NO;OESTE;SORIANO;RISSO;RURAL;17;823;12;2;12;1782312002012020;17020;447046.48;6279586.03;-33.62220306,-57.57089517;CALLE 3;S-D;CALLE 8;45308114;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.62220306;-57.57089517;POINT (-57.57089517 -33.62220306)
777;2.16.858.0.0.2.1.1.5981782410001603021;POLICLINICA SACACHISPAS;POL. VILLA DARWIN;NO;OESTE;SORIANO;SACACHISPAS;RURAL;17;824;10;1;603;1782410001603021;17021;440261.83;6335064.49;-33.12146864,-57.64036008;CNO. ROQUE GIL;S-D;CALLE 4;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;NO;NO;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.12146864;-57.64036008;POINT (-57.64036008 -33.12146864)
778;2.16.858.0.0.2.1.1.5981782503011023022;POLICLINICA CANADA NIETO;POL. CANADA NIETO;NO;OESTE;SORIANO;CANADA NIETO;RURAL;17;825;3;11;23;1782503011023022;17022;397469.2;6270604.57;-33.69957394,-58.10636119;MANUEL SOUTO (RUTA 96);S-D;E. VALDENSES;45304054;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;NO;S-D;S-D;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.69957394;-58.10636119;POINT (-58.10636119 -33.69957394)
779;2.16.858.0.0.2.1.1.5981790001140802023;POLICLINICA PENSE;POL. PENSE;NO;OESTE;SORIANO;RURAL;RURAL;17;900;1;140;802;1790001140802023;17023;409345.72;6318544.39;-33.26831639,-57.97337621;CAMINO PENSE;S-D;ESCUELA 25;45328745;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;NO;NO;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.26831639;-57.97337621;POINT (-57.97337621 -33.26831639)
780;2.16.858.0.0.2.1.1.5981792811302803024;POLICLINICA EL TALA;POL. EL TALA;NO;OESTE;SORIANO;EL TALA;RURAL;17;928;11;302;803;1792811302803024;17024;461414.955;6326020.886;-33.204,-57.414;CNO. VECINAL S-N RUTA 14  KM;65;MEVIR;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.204;-57.414;POINT (-57.414 -33.204)
781;2.16.858.0.0.2.1.1.5981793004004012025;POLICLINICA LA CONCORDIA;POL. LA CONCORDIA;NO;OESTE;SORIANO;LA CONCORDIA;RURAL;17;930;4;4;12;1793004004012025;17025;367639.18;6285163.476;-33.565,-58.426;AVDA. 1;S-D;PREDIO EN PARQUE MUNICIPAL;45304240;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.565;-58.426;POINT (-58.426 -33.565)
782;2.16.858.0.0.2.1.1.5981793903014001026;POLICLINICA PALO SOLO;POL. PALO SOLO;NO;OESTE;SORIANO;PALO SOLO;RURAL;17;939;3;14;1;1793903014001026;17026;405244.821;6256332.476;-33.829,-58.024;RUTA 96;S-D;RUTA 12;45304001;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.829;-58.024;POINT (-58.024 -33.829)
783;2.16.858.0.0.2.1.1.5981795003115059027;POLICLINICA TOMAS GOMEZ;POL. TOMAS GOMEZ;NO;OESTE;SORIANO;CHACRAS DE DOLORES;RURAL;17;950;3;115;59;1795003115059027;17027;388255.59;6287054.54;-33.55030660,-58.20369761;RUTA 96 KM 25 (FRENTE A ESCUELA 15);25;JUAN SPIKERMAN;45344958;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.5503066;-58.20369761;POINT (-58.20369761 -33.5503066)
784;2.16.858.0.0.2.1.1.5981795205203800028;POLICLINICA PERSEVERANO;POL. PERSEVERANO;NO;OESTE;SORIANO;PERSEVERANO;RURAL;17;952;5;203;800;1795205203800028;17028;426951.39;6256435.93;-33.82979183,-57.78943532;CNO. PERSEVERANO;S-D;MEVIR;S-D;3;OESTE;REGION OESTE;83;RAP SORIANO;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;S-D;S-D;S-D;NO;S-D;S-D;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;SI;NO;S-D;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-33.82979183;-57.78943532;POINT (-57.78943532 -33.82979183)
786;2.16.858.0.0.2.1.1.5981822001006014002;CENTRO DE SALUD TACUAREMBÓ;C. S. TACUAREMBÓ;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;6;14;1822001006014002;18002;596101.53;6490053.86;-31.72088733,-55.98565651;LORENZO CARNELLI;S-D;TREINTA Y TRES;46322558;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;S-D;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;-31.72088733;-55.98565651;POINT (-55.98565651 -31.72088733)
787;2.16.858.0.0.2.1.1.5981822001006014003;CENTRO DEPARTAMENTAL TACUAREMBÓ;HOSPITAL DE TACUAREMBÓ;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;6;14;1822001006014003;18003;596179.96;6490134.98;-31.72014901,-55.98483672;TREINTA Y TRES;444;JAIME ROOS;46322295 - 46323812;1;NORTE;REGION NORTE;31;CENTRO DEPARTAMENTAL TACUAREMBÓ;TERCER NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;JUEVES;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI;NO;S-D;NO;SI;SI;SI;SI;SI;SI;SI;SI;NO;-31.72014901;-55.98483672;POINT (-55.98483672 -31.72014901)
